PFE_Close,JNJ_Close,MRK_Close,NVS_Close
39.857685,139.410004,77.862595,82.105736
39.079697,138.020004,77.757637,82.4552
39.639469,137.600006,77.833969,83.593193
39.667931,137.169998,77.624046,83.485664
40.132828,138.440002,78.158394,83.324371
40.009487,137.289993,78.32061,83.763443
40.180267,138.100006,79.150764,83.924728
39.705883,136.910004,78.520988,83.709679
39.743832,136.610001,78.578247,83.611115
40.246677,138.570007,79.122139,85.143372
39.867172,138.699997,78.520988,85.224014
40.123341,138.880005,78.845421,85.689964
40.294117,139.789993,79.360687,86.14695
40.645161,138.979996,79.484734,85.76165
40.711575,137.710007,79.398857,85.017921
40.645161,137.169998,79.370232,85.089607
40.550285,135.570007,78.101143,84.426521
40.787476,136.179993,77.433205,84.220428
40.92979,136.139999,77.242363,85.062721
40.645161,135.570007,77.099236,83.410004
40.540798,135.580002,77.118324,81.93
40.104362,135.210007,76.183205,81.870003
39.573055,135.979996,75.791985,80.239998
39.933586,136.520004,74.933205,80.959999
38.823528,138.020004,74.007637,79.339996
37.836811,138.520004,70.534348,77.300003
37.362431,137.520004,69.837784,76.410004
36.982922,137.830002,70.095421,75.400002
37.400379,139.899994,71.183205,75.900002
37.35294,139.199997,71.307251,77.82
37.580647,139.649994,72.843513,80.599998
37.922199,140.389999,73.120232,81.290001
37.561668,139.839996,73.263359,81.129997
38.529411,141.199997,75.104965,82.230003
38.681213,141.949997,75.114502,81.910004
38.908916,141.279999,75.877861,81.93
39.269451,142.009995,76.335876,82.610001
39.516129,142.089996,75.839699,82.769997
38.73814,139.970001,74.332062,81.07
38.851994,139.789993,74.599236,81.870003
38.557877,138.729996,74.742363,80.980003
38.633778,139.050003,74.60878,81.879997
38.491463,137.199997,73.635498,80.510002
38.576851,136.820007,73.874046,80.730003
39.041744,136.910004,73.998093,81.550003
39.506641,138.210007,75.505722,82.449997
39.345352,138.610001,75.114502,82.699997
39.459202,138.419998,75.267174,82.010002
39.535103,138.119995,75.85878,82.389999
39.838711,138.759995,77.270988,83.910004
39.772297,139.789993,77.309158,84.440002
39.800758,138.850006,77.452293,87.519997
39.753323,137.070007,76.583969,86.919998
39.582542,131.330002,75.725189,85.809998
39.753323,132.110001,76.030533,85.800003
39.392788,131.149994,75.582062,85.639999
39.772297,131.440002,76.583969,87.660004
40.066414,133.729996,77.366409,87.419998
40.303604,134.380005,77.948471,87.540001
40.521824,136.679993,77.709923,87.660004
40.721062,138.550003,78.683205,88.059998
40.863377,139.020004,78.702293,88.220001
40.483871,139.779999,79.17939,88.099998
40.872864,141.679993,79.875954,88.980003
40.322582,140.710007,79.10305,89.589996
40.56926,140.089996,78.988548,89.519997
40.683113,139.440002,79.484734,89.760002
40.863377,140.229996,80.620232,91.300003
41.271347,140.449997,81.450378,91.910004
41.366222,142.210007,80.725189,92.370003
41.432636,142.089996,80.696564,92.489998
41.518028,143.059998,81.593513,92.800003
41.518028,144.240005,81.335876,92.370003
40.787476,141.850006,79.713737,91.199997
41.204933,140.690002,79.990456,90.940002
41.100571,139.279999,80.009544,91.309998
41.527515,139.360001,80.868324,91.860001
41.95446,140.029999,81.593513,92.099998
42.125237,142.139999,82.919846,92.5
41.66983,140.570007,81.67939,90.440002
41.081593,140.970001,80.190842,90.739998
41.148006,141.410004,80.973282,91.059998
41.802658,141.210007,80.935112,91.389999
40.777988,140.110001,77.290077,90.339996
40.227703,134.300003,76.078247,88.190002
40.559772,134.710007,77.251907,89.269997
40.654648,132.5,77.85305,89.160004
40.550285,131.860001,78.167938,90.230003
40.853889,132.070007,78.902672,94.260002
40.578747,130.309998,77.662216,93.559998
40.626186,128.639999,77.490456,94.040001
40.882355,128.839996,78.272903,93.68
40.6926,129.779999,78.005722,93.32
40.483871,131.119995,78.005722,91.989998
40.882355,130.729996,77.700378,93.190002
39.326378,133.020004,78.71183,92.129997
36.802658,132.080002,79.456108,91.639999
36.850094,130.220001,79.188934,91.580002
36.290321,130.289993,79.856873,92.309998
36.053131,131.070007,80.601143,92.18
35.066414,130.160004,79.312981,90.720001
35.056927,130.770004,80.486641,88.220001
34.705883,130.210007,80.39122,88.800003
34.981026,131.679993,80.849236,91.230003
34.487667,132.039993,81.60305,90.82
33.576851,131.929993,81.125954,91.099998
33.396584,133.419998,82.137405,91.120003
32.485767,130.259995,79.580154,89.010002
32.71347,130.539993,79.637405,88.580002
32.874763,131.360001,81.164124,89.470001
33.377609,132.25,82.242363,89.480003
32.836811,130.600006,81.727097,89.080002
33.083492,131.529999,82.92939,90.120003
33.28273,131.270004,82.748093,89
32.580647,127.730003,81.049622,88.440002
33.055027,127.800003,81.946564,88.519997
32.580647,129.639999,81.60305,89.370003
33.28273,128.679993,82.519081,88.980003
33.519924,128.240005,82.748093,89.010002
33.728653,128.360001,82.509544,90.110001
34.269451,128.740005,82.681297,89.879997
33.994308,128.860001,82.10878,89.199997
34.478176,128.580002,82.156487,89.529999
34.629982,128.210007,82.604965,89.709999
34.943073,126.949997,79.64695,89.620003
35.464897,129.550003,77.948471,88.540001
35.493359,131.169998,79.122139,88.879997
35.370018,130.429993,79.494278,89.489998
35.018974,130.779999,78.82634,86.989998
34.943073,129.539993,78.272903,86.139999
34.629982,129.669998,78.730919,86.529999
34.516129,130.410004,79.21756,86.279999
34.639469,130.110001,80.124046,86.349998
34.810246,131.649994,81.259544,87.07
34.383301,131.740005,80.496185,86.610001
34.165085,131.550003,79.770988,86.449997
34.060722,130.990005,79.293892,85.540001
33.946869,128.850006,80.03817,86.879997
34.364326,128.600006,79.112595,87.400002
34.089184,129.380005,80.324425,86.900002
33.614799,129.990005,79.780533,86.040001
32.922199,132,77.881676,84.349998
33.633778,131.190002,78.950378,85.190002
34.089184,133.660004,81.106873,85.940002
33.994308,133.160004,80.524811,86.220001
33.614799,131.839996,79.475189,85.32
33.861481,129.220001,80.324425,85.690002
33.956356,129.059998,79.92366,85.93
34.25996,131.330002,80.477097,86.599998
34.440228,130.720001,80.811066,85.93
34.629982,132.839996,81.145035,86.699997
34.478176,135.169998,80.582062,87
34.59203,136.169998,79.96183,87.230003
34.59203,127.699997,80.801529,86.879997
34.59203,128.020004,80.648857,86.559998
34.563568,129.199997,77.57634,86.970001
34.886147,129.899994,79.074425,86.629997
34.525616,127.5,78.797707,87.239998
34.886147,128.350006,78.492363,87.309998
35.370018,129.179993,78.435112,86.919998
36.252373,129.119995,81.202293,88.389999
36.508537,132.839996,82.270988,87.610001
36.404175,132.039993,82.690842,87.440002
36.423149,131.199997,81.049622,87.629997
36.081593,130.229996,80.057251,87.93
35.559772,130.419998,79.122139,86.889999
35.683113,130.960007,79.437019,87.459999
35.018974,131.429993,79.083969,86.989998
35.151802,133,79.761452,88.370003
35.037952,131.979996,79.465652,88.629997
35.075901,131.350006,80.267174,89.290001
34.724857,131.270004,80.935112,89.860001
34.677418,130.960007,80.677483,89.510002
35.370018,134.940002,81.011452,90.040001
35.313091,134.830002,80.276718,90.330002
35.730549,134.820007,80.772903,90.400002
35.151802,135.940002,81.364502,90.529999
35.806454,136.440002,81.545799,90.529999
36.366222,138.070007,81.536263,90.480003
36.698292,137.179993,81.774811,91.300003
36.328274,137.169998,83.339699,92.120003
36.650852,137.75,83.597328,92.190002
36.54649,137.490005,83.187019,92.300003
36.328274,137.360001,83.053436,91.43
36.100571,137.160004,83.377861,91.019997
36.185959,139.380005,84.60878,91.559998
36.081593,139.559998,84.685112,91.639999
36.328274,140.380005,84.780533,92.07
36.356735,140.5,84.656487,92.529999
36.508537,139.990005,85.019081,92.800003
36.26186,140.979996,84.904579,93.040001
36.565464,141.339996,85.46756,93.059998
36.366222,141.380005,85.104965,92.989998
37.134724,141.789993,85.200378,93.07
36.907021,143.559998,84.942749,93.610001
36.897533,143.190002,85.515266,93.25
36.973434,145.350006,85.868324,94.269997
37.220116,146.059998,87.385498,94.290001
37.305504,146.440002,87.53817,94.870003
37.277039,145.929993,87.251907,94.82
37.362431,145.830002,87.156487,94.809998
37.305504,145.75,87.309158,95.370003
36.916508,145.300003,86.860687,94.550003
37.172676,145.869995,86.784348,94.690002
37.134724,145.970001,87.824425,94.949997
36.935486,144.279999,87.07061,94.790001
36.888046,144.100006,87.442749,95.43
36.764706,144.979996,85.114502,94.480003
37.058823,144.960007,84.541985,94.480003
36.897533,145.389999,85.286263,94.769997
37.466793,145.059998,85.42939,93.860001
37.390892,145.699997,85.410301,93.709999
38.017078,146.520004,85.811066,94.379997
38.586338,147.009995,87.347328,94.599998
38.529411,148.199997,87.003815,95.099998
38.434536,149.169998,86.803436,95.93
38.273247,149.270004,85.849236,95.190002
38.130932,148.25,85.543892,95.209999
38.624287,148.529999,84.503815,94.919998
37.779884,148.320007,82.041985,93.870003
38.102467,148.75,82.156487,93.699997
36.185959,149.5,82.299622,95.540001
35.654648,150.539993,83.244278,95.739998
35.170776,150.360001,82.53817,95.919998
35.332069,148.869995,81.526718,94.510002
35.588234,150.169998,83.339699,94.25
35.759014,151.600006,84.312981,95.099998
36.21442,153.990005,81.898857,96.370003
36.299809,153.529999,81.755722,96.959999
36.100571,151.889999,81.183205,95.830002
35.872864,151.860001,81.736641,97.419998
36.138519,151.990005,81.345421,98.230003
35.806454,151.089996,79.437019,99.010002
35.037952,150.089996,78.215652,97.769997
34.639469,150.130005,78.864502,97.629997
34.459202,149.139999,78.683205,97.199997
34.373814,148.940002,78.244278,97.220001
34.013283,148.369995,78.71183,96.290001
33.889942,149.929993,78.568703,96.760002
32.893738,145.910004,77.604965,90.080002
32.19165,144.649994,76.593513,87.949997
32.941177,143.679993,76.278625,87.110001
32.35294,139.119995,74.503815,86.019997
31.707781,134.479996,73.053436,83.959999
33.092979,140.020004,77.643127,86.870003
32.542694,135.589996,75.505722,83.620003
34.535103,143.479996,79.169846,87.650002
33.643265,142.009995,77.843513,85.809998
33.225807,142.029999,78.435112,85.720001
32.030361,136.440002,75.343513,81.459999
32.817837,141.639999,78.263359,84.949997
30.521822,131.800003,75.620232,82.139999
28.481974,125.410004,71.040077,74.07
31.034157,134.289993,73.234734,79.610001
28.633776,127.129997,66.71756,73.139999
30.512335,136.589996,71.068703,76.949997
30.702087,134.960007,68.349236,74.959999
28.861481,127.050003,67.490456,75.559998
27.52372,119.889999,68.091606,72.419998
27.030361,111.139999,63.35878,70.669998
28.178368,119.18,65.887405,73.559998
28.225805,119.400002,65.095421,76.889999
30.123341,126.57,70.162216,79.739998
29.316889,123.160004,68.444656,79.279999
30.996204,133.009995,73.425575,81.900002
30.967743,131.130005,73.416031,82.449997
30.123341,128.809998,70.419846,80.93
31.185959,133.149994,73.349236,83.599998
31.91651,134.169998,72.757637,83.639999
32.798862,139.759995,76.631676,85.730003
31.888046,137.479996,74.96183,83.989998
32.827324,143.259995,77.881676,85.620003
33.576851,141.229996,78.71183,84.849998
33.339657,139.770004,76.851143,84.199997
34.573055,146.029999,79.045799,86.220001
34.127136,147.660004,78.311066,85.610001
34.041744,149.669998,79.198471,87.540001
35.018974,152.020004,79.637405,89.290001
34.231499,151.669998,79.293892,89.779999
33.795067,149.679993,74.96183,88.269997
34.392788,152.990005,76.316795,88.300003
34.810246,155.509995,77.175575,88.099998
35.464897,154.860001,77.700378,89.050003
36.366222,154.289993,80.133591,89.589996
35.967743,151.389999,77.46183,88.040001
36.166985,150.240005,77.07061,85.709999
36.394688,150.039993,75.706108,84.730003
35.711575,148.289993,74.112595,83.410004
35.6926,148.270004,73.339699,84
36.537003,149.5,74.437019,84.75
36.537003,148.080002,73.587784,85.349998
35.066414,147.589996,72.137405,84.669998
35.313091,148.699997,72.900764,84.93
36.148006,149.110001,74.341606,86.589996
35.445919,147.139999,73.654579,85.150002
35.151802,147.130005,74.322517,85.199997
35.97723,147.639999,76.383591,84.029999
35.825428,150.440002,76.125954,84.019997
36.119545,150.520004,76.068703,84.849998
35.749527,149.020004,73.998093,85.230003
35.702087,147.679993,73.368324,85.949997
35.351044,146.710007,73.043892,84.989998
35.578747,144.369995,72.872139,84.910004
35.56926,144.559998,73.721375,85.050003
35.493359,144.889999,73.998093,84.449997
36.223907,146.970001,75.419846,86.279999
36.233398,148.75,77.022903,87.43
33.643265,147.190002,75.916031,86.68
34.3074,148.25,77.137405,86.459999
34.3074,148.649994,78.301529,85.699997
34.165085,146.729996,77.814888,85.120003
34.146111,147.300003,78.492363,85.889999
34.71537,146.770004,79.10305,85.669998
34.354839,145.960007,78.492363,88.43
34.079697,147.800003,78.024811,88
31.593927,140.869995,73.807251,84.400002
32.020874,142.149994,72.805344,84.349998
31.650854,141.25,70.629768,85.160004
31.688805,144.460007,73.444656,86.760002
31.840607,144.020004,72.795799,89.489998
31.537003,143.410004,72.729012,89.660004
31.707781,143.830002,74.332062,91.099998
31.413662,143.389999,73.234734,90.620003
31.091082,142.860001,73.587784,90.459999
30.540796,139.820007,72.395035,88.800003
30.664137,139.669998,73.062981,89.599998
30.398481,137.809998,71.746185,87.099998
30.967743,139.039993,72.633591,87.330002
31.024668,140.630005,73.78817,87.339996
32.011387,140.380005,74.541985,87.849998
32.741936,140.970001,75.171753,87.57
32.741936,142.979996,75.935112,88.459999
32.28653,142.850006,75.114502,87.800003
32.020874,143.270004,74.351143,88.120003
31.745731,142.490005,73.177483,87.339996
32.096775,142.369995,73.215652,87.010002
33.406071,145.210007,73.807251,86.080002
33.425049,147.919998,74.666031,87.470001
33.889942,148.259995,75.801529,87.870003
33.776093,149.25,75.763359,87.389999
34.392788,149.350006,76.21183,88.169998
34.629982,149.600006,75.772903,88.010002
34.810246,149.740005,75.276718,86.019997
36.584438,150.009995,75.171753,86.5
36.442123,149.610001,74.484734,84.889999
35.730549,148.119995,73.568703,84.220001
35.616699,147.179993,75.314888,84.709999
37.020874,146.830002,76.040077,84.010002
37.248577,146.539993,75.715652,84.410004
36.755219,146.839996,75.372139,84.230003
36.508537,145.759995,76.564888,82.139999
36.385201,147.350006,78.759544,83.650002
36.423149,147.220001,77.92939,84.150002
36.480076,148.399994,77.900764,83.419998
36.309299,147.550003,77.337784,83.410004
36.480076,148.600006,77.309158,82.910004
36.423149,148.029999,77.204201,82.389999
35.853889,146.970001,77.204201,82.43
36.366222,149.660004,78.893127,84.93
36.21442,148,79.713737,85.370003
36.110058,148.240005,79.656487,84.650002
36.385201,148.990005,80.877861,86.089996
36.394688,150.089996,80.687019,85.629997
36.299809,150.389999,81.135498,85.470001
36.736244,151.419998,81.135498,87.139999
36.888046,152.759995,81.087784,86.400002
36.850094,152.149994,81.507637,86.379997
36.442123,152.059998,81.755722,86.449997
36.100571,152.300003,81.622139,87.029999
35.920303,152.979996,81.889313,87
35.967743,153.639999,81.727097,86.599998
35.853889,153.410004,81.364502,86.059998
34.990513,151.520004,80.562981,86.870003
35.294117,153.830002,82.948471,88.860001
34.535103,149.550003,81.574425,87.099998
34.497154,148.589996,81.335876,86.68
34.089184,147.259995,79.513359,87.330002
34.326378,149.699997,80.992363,88.220001
33.823528,146.910004,79.742363,88.519997
34.222012,147.779999,80.610687,89.879997
35.113853,148.350006,80.305344,90.029999
35.066414,148.889999,80.35305,91
34.895638,148.399994,81.650764,89.849998
34.933586,147.169998,81.71756,90.970001
34.753323,149.179993,81.879768,90.940002
34.174572,145.100006,79.322517,89.5
34.392788,144.210007,79.14122,88.919998
34.155598,144.440002,78.845421,87.449997
33.927895,144.669998,79.341606,86.300003
34.203037,145.660004,79.131676,87.110001
34.525616,147.110001,78.969467,87.050003
34.316887,147.059998,78.148857,87.040001
34.819733,148.880005,79.150764,86.959999
34.506641,147.320007,77.900764,87.300003
34.516129,146.240005,77.099236,87.519997
34.867172,148.229996,77.519081,88.269997
34.316887,146.259995,75.982826,86.449997
34.601517,147.880005,76.374046,85.940002
35,148.889999,76.793892,87.540001
34.905125,150.970001,76.67939,88.389999
34.933586,151.839996,76.67939,88.230003
35.009487,148.360001,77.013359,87.43
