,PFE_Open,PFE_High,PFE_Low,PFE_Close,JNJ_Open,JNJ_High,JNJ_Low,JNJ_Close,ABBV_Open,ABBV_High,ABBV_Low,ABBV_Close,MRK_Open,MRK_High,MRK_Low,MRK_Close,NVS_Open,NVS_High,NVS_Low,NVS_Close
98,33.851994,34.184059,33.804554,34.127136,122.870003,123.970001,122.739998,123.449997,105.849998,106.32,104.739998,105.599998,55.7729,56.765266,55.753819,56.459923,68.978493,69.086021,68.3871,68.485664
99,34.117645,34.240986,33.937382,34.051231,123.220001,123.389999,121.550003,122.25,104.550003,104.550003,101.610001,103.139999,56.536259,56.688931,56.116413,56.421757,68.664871,68.799286,68.100357,68.252686
100,33.984821,34.079697,33.719166,33.851994,121.559998,122.800003,121.129997,121.470001,102.290001,103.139999,99.550003,101.080002,56.431297,56.736641,56.145039,56.383587,68.709679,68.844086,68.064514,68.189964
101,33.557877,33.899429,33.510437,33.870968,120.5,120.800003,118.620003,119.400002,100.269997,101.589996,98.93,99.470001,55.896946,56.192749,55.372135,55.725189,67.258064,67.571686,66.935486,67.168457
102,34.108158,34.392788,34.060722,34.203037,120.120003,121.580002,119.540001,120.970001,101.860001,103.160004,100.830002,103.010002,55.963741,57.061069,55.839695,56.984734,67.679214,68.163078,67.410393,67.858421
103,34.108158,34.345352,34.051231,34.089184,120.919998,121.25,119.540001,119.620003,100.93,101.099998,98.5,98.940002,56.898853,57.137405,56.59351,56.803436,67.526878,67.67025,66.406807,66.774193
104,34.402279,34.421253,34.25996,34.392788,120.379997,121.32,119.970001,121.260002,97.93,99.43,97.900002,98.050003,57.146946,58.024811,56.889313,57.786259,67.473122,67.930107,67.320786,67.741936
105,34.544594,34.686909,34.373814,34.582542,121.849998,122.370003,121.019997,121.949997,98.480003,99.459999,97.620003,99.099998,58.730915,59.666031,58.377865,59.17939,68.0914,68.118279,67.652328,67.885307
106,34.639469,34.76281,34.478176,34.573055,122.050003,122.559998,120.900002,121.480003,99.110001,100.339996,98.760002,99.239998,59.160305,59.475189,58.263359,58.578243,67.517921,67.553764,66.998207,67.114693
107,34.535103,34.696396,34.335861,34.516129,121.970001,122.790001,121.459999,122.790001,99.25,99.989998,98.32,99.980003,58.692749,59.103054,58.416031,59.09351,66.998207,67.508965,66.801079,67.392471
108,34.620495,34.71537,34.506641,34.620495,123.0,123.489998,122.269997,123.330002,100.25,100.330002,98.870003,99.32,59.160305,59.198475,58.692749,59.150764,68.0914,68.0914,67.464157,67.643372
109,34.658443,34.829224,34.582542,34.791271,123.360001,124.849998,123.330002,124.059998,99.279999,100.5,99.0,100.43,59.169846,59.780533,59.13168,59.713741,67.07885,67.4552,66.8638,67.392471
110,34.914612,34.914612,34.421253,34.440228,124.269997,124.339996,122.550003,122.660004,100.559998,101.080002,99.410004,99.769997,59.895039,59.980915,59.236641,59.475189,67.293907,68.127243,67.2043,67.92115
111,34.525616,34.535103,34.297913,34.440228,123.160004,123.18,121.949997,122.540001,99.800003,100.120003,98.739998,98.910004,59.513359,59.742367,59.169846,59.580154,67.885307,68.037636,67.62545,67.956985
112,34.506641,34.639469,34.345352,34.364326,123.150002,124.089996,122.459999,122.629997,98.919998,99.230003,97.510002,97.580002,59.704197,60.076336,59.494274,59.723282,67.732971,68.118279,67.697136,67.912186
113,34.364326,34.525616,34.203037,34.3074,122.709999,123.150002,122.089996,122.410004,98.379997,98.919998,97.75,98.75,59.2271,59.5229,58.416031,58.740459,68.145164,68.351257,67.983871,68.082436
114,34.335861,34.525616,34.184059,34.497154,122.099998,122.730003,121.239998,122.610001,98.769997,99.870003,98.0,99.57,58.769085,59.255726,58.416031,59.188931,68.163078,68.405022,67.822578,67.912186
115,34.278938,34.364326,33.899429,34.3074,121.610001,121.809998,120.25,121.32,99.150002,99.330002,98.309998,98.480003,58.540077,58.549618,57.814884,58.196564,66.559143,66.577065,66.120071,66.388885
116,34.051231,34.497154,34.032257,34.364326,120.660004,123.169998,120.57,122.57,97.889999,98.379997,96.93,98.010002,57.872135,58.501907,57.853054,58.234734,65.609322,66.209679,65.600357,65.922935
117,34.43074,34.705883,34.354839,34.59203,122.419998,122.660004,121.660004,122.040001,98.220001,99.550003,97.839996,98.25,58.263359,58.664124,58.005726,58.473282,66.890678,66.890678,66.379929,66.514336
118,34.411766,34.497154,34.297913,34.440228,121.830002,122.239998,121.110001,121.449997,97.709999,97.989998,95.260002,95.550003,58.463741,58.463741,58.024811,58.377865,66.998207,67.025093,66.191757,66.290321
119,34.620495,34.76281,34.535103,34.639469,121.68,123.379997,121.650002,122.839996,96.059998,96.110001,93.43,93.489998,58.473282,59.083969,58.416031,58.654579,67.240143,67.62545,67.03405,67.258064
120,34.459202,34.59203,34.288425,34.516129,122.82,123.43,121.510002,122.589996,93.470001,94.379997,92.099998,93.050003,58.597328,58.79771,57.862595,58.282444,66.657707,66.818993,66.137993,66.335129
121,34.535103,34.71537,34.440228,34.516129,122.489998,122.889999,121.599998,122.349998,93.360001,93.860001,92.080002,92.120003,58.043892,58.225189,57.833969,57.938931,65.994621,66.200714,65.788528,65.985664
122,34.440228,34.677418,34.326378,34.354839,122.129997,122.970001,121.449997,121.610001,92.360001,93.269997,91.470001,91.510002,57.919846,58.282444,57.061069,57.137405,65.6362,65.922935,64.901436,64.910393
123,34.25996,34.620495,34.25996,34.497154,121.779999,122.410004,121.07,122.0,91.339996,92.610001,90.809998,92.43,57.356869,57.967556,57.242367,57.53817,65.062721,65.51075,64.784943,65.412186
124,34.582542,34.705883,34.421253,34.421253,122.239998,123.18,121.190002,121.339996,92.839996,94.459999,92.559998,92.650002,57.757633,58.654579,57.585876,57.919846,68.172043,68.225807,67.679214,67.688171
125,34.155598,34.506641,34.155598,34.468693,121.339996,121.730003,120.110001,121.580002,92.059998,93.300003,91.849998,93.110001,57.776718,57.786259,57.175571,57.690842,66.424728,66.944443,66.317207,66.944443
126,34.525616,34.705883,34.383301,34.487667,121.650002,123.459999,121.260002,122.709999,93.580002,94.370003,93.120003,93.610001,57.958015,58.492367,57.776718,57.92939,67.67025,67.732971,67.365593,67.616486
127,34.667931,35.018974,34.639469,34.981026,123.599998,125.120003,123.230003,125.0,94.459999,95.059998,93.949997,94.480003,58.587788,59.122135,58.291985,58.816795,68.906807,69.005379,68.566307,68.960571
128,35.104362,35.332069,34.990513,35.208729,125.160004,125.919998,124.610001,125.75,95.199997,97.07,94.959999,96.919998,58.969467,59.646946,58.959923,59.351147,68.951614,69.301079,68.835129,69.148743
129,35.360531,35.550285,35.113853,35.256168,126.220001,126.75,125.599998,126.050003,97.980003,98.349998,96.919998,97.040001,59.599236,59.818703,59.160305,59.17939,69.247314,69.623657,69.157707,69.444443
130,35.388992,35.578747,35.294117,35.512333,126.370003,127.519997,126.110001,127.379997,97.110001,98.949997,96.68,98.839996,59.532444,59.761452,59.265266,59.446564,69.426521,69.444443,69.032257,69.256271
131,35.341557,35.493359,35.256168,35.303604,127.410004,127.440002,126.059998,126.239998,96.260002,97.5,94.870003,94.959999,59.293892,59.351147,58.769085,59.064884,68.7276,68.879929,68.252686,68.413979
132,35.493359,35.635674,35.303604,35.597721,127.709999,128.210007,127.169998,127.760002,94.919998,95.669998,94.099998,95.610001,59.580154,59.96183,59.293892,59.790077,70.2957,71.012543,70.161293,70.734764
133,35.578747,35.664139,35.313091,35.607212,125.32,127.5,125.32,125.93,94.959999,96.860001,94.940002,96.629997,59.417938,60.152672,59.398853,60.009541,70.46595,70.689964,70.403229,70.5914
